,0,1,Batch,Pred_subtype,Original_subtype
GSM1941930,7.85959,2.10832,GSE75067,Cluster 5,
GSM1941931,2.715209,4.5028152,GSE75067,Cluster 5,
GSM1941932,8.311789,-4.998988,GSE75067,Cluster 4,
GSM1941933,6.601149,1.3158628,GSE75067,Cluster 5,
GSM1941934,3.7880423,3.453003,GSE75067,Cluster 5,
GSM1941935,1.0090187,4.6407804,GSE75067,Cluster 3,
GSM1941936,0.22758792,4.166093,GSE75067,Cluster 3,
GSM1941937,8.483871,-5.578098,GSE75067,Cluster 4,
GSM1941938,-4.400418,4.6672378,GSE75067,Cluster 3,
GSM1941939,7.4039593,-4.286045,GSE75067,Cluster 4,
GSM1941940,-1.7204462,5.1336856,GSE75067,Cluster 3,
GSM1941941,8.215401,-4.789953,GSE75067,Cluster 4,
GSM1941942,8.708956,2.8130763,GSE75067,Cluster 5,
GSM1941943,5.4058595,-1.4531462,GSE75067,Cluster 2,
GSM1941944,0.47968185,4.3244734,GSE75067,Cluster 3,
GSM1941945,6.845029,-2.3691945,GSE75067,Cluster 2,
GSM1941946,5.4216676,-1.5419065,GSE75067,Cluster 2,
GSM1941947,8.485971,-5.847335,GSE75067,Cluster 4,
GSM1941948,7.907236,3.022427,GSE75067,Cluster 5,
GSM1941949,-4.218919,4.5049043,GSE75067,Cluster 3,
GSM1941950,0.048359517,4.1389394,GSE75067,Cluster 3,
GSM1941951,7.363789,-0.9613141,GSE75067,Cluster 2,
GSM1941952,-8.282177,1.7358629,GSE75067,Cluster 1,
GSM1941953,6.918409,-0.4601408,GSE75067,Cluster 2,
GSM1941954,3.711262,3.3304272,GSE75067,Cluster 5,
GSM1941955,-2.6304722,3.332231,GSE75067,Cluster 3,
GSM1941956,7.401968,-4.4731975,GSE75067,Cluster 4,
GSM1941957,-1.0297184,4.0522046,GSE75067,Cluster 3,
GSM1941958,4.060351,3.6981418,GSE75067,Cluster 5,
GSM1941959,7.6975894,-5.665362,GSE75067,Cluster 4,
GSM1941960,8.528825,-5.5751657,GSE75067,Cluster 4,
GSM1941961,6.0485134,2.2615108,GSE75067,Cluster 5,
GSM1941962,-2.4042401,4.076425,GSE75067,Cluster 3,
GSM1941963,5.2008276,-0.7509289,GSE75067,Cluster 2,
GSM1941964,6.525228,3.1075764,GSE75067,Cluster 5,
GSM1941965,-9.860769,1.1623607,GSE75067,Cluster 1,
GSM1941966,-8.493587,2.3494742,GSE75067,Cluster 1,
GSM1941967,7.3260584,-3.9771857,GSE75067,Cluster 4,
GSM1941968,3.4779804,-1.2600812,GSE75067,Cluster 2,
GSM1941969,3.7787478,3.2954748,GSE75067,Cluster 5,
GSM1941970,7.0716314,-0.6555581,GSE75067,Cluster 2,
GSM1941971,6.3767347,-0.018194344,GSE75067,Cluster 2,
GSM1941972,5.655435,-1.131757,GSE75067,Cluster 2,
GSM1941973,6.796128,-3.327481,GSE75067,Cluster 4,
GSM1941974,7.3210435,4.3368006,GSE75067,Cluster 5,
GSM1941975,5.9214287,2.7798586,GSE75067,Cluster 5,
GSM1941976,-5.0901084,4.359681,GSE75067,Cluster 3,
GSM1941977,-5.3994713,4.0143228,GSE75067,Cluster 3,
GSM1941978,-0.9630503,4.61566,GSE75067,Cluster 3,
GSM1941979,8.270628,-5.0755196,GSE75067,Cluster 4,
GSM1941980,4.8053637,-0.96092683,GSE75067,Cluster 2,
GSM1941981,8.041277,-4.5039945,GSE75067,Cluster 4,
GSM1941982,5.757447,3.5664668,GSE75067,Cluster 5,
GSM1941983,4.0041714,-1.2711948,GSE75067,Cluster 2,
GSM1941984,6.739082,3.5575035,GSE75067,Cluster 5,
GSM1941985,-8.16801,1.7242497,GSE75067,Cluster 1,
GSM1941986,8.702136,-5.313369,GSE75067,Cluster 4,
GSM1941987,8.493004,-5.198685,GSE75067,Cluster 4,
GSM1941988,-3.4056225,3.794423,GSE75067,Cluster 3,
GSM1941989,5.599979,3.2549672,GSE75067,Cluster 5,
GSM1941990,-1.9718012,4.223034,GSE75067,Cluster 3,
GSM1941991,5.0713243,4.1384153,GSE75067,Cluster 5,
GSM1941992,7.197181,-5.461795,GSE75067,Cluster 4,
GSM1941993,-2.3906672,4.8549643,GSE75067,Cluster 3,
GSM1941994,-5.09779,4.1959286,GSE75067,Cluster 3,
GSM1941995,7.6738896,3.938926,GSE75067,Cluster 5,
GSM1941996,-3.6745274,3.0131044,GSE75067,Cluster 3,
GSM1941997,5.085055,4.4091573,GSE75067,Cluster 5,
GSM1941998,7.318143,-4.4852,GSE75067,Cluster 4,
GSM1941999,7.42642,4.0293965,GSE75067,Cluster 5,
GSM1942000,5.1647468,3.8480337,GSE75067,Cluster 5,
GSM1942001,8.22481,-5.621918,GSE75067,Cluster 4,
GSM1942002,6.877092,-0.97225827,GSE75067,Cluster 2,
GSM1942003,7.474013,-4.4554734,GSE75067,Cluster 4,
GSM1942004,3.2432563,3.7422817,GSE75067,Cluster 5,
GSM1942005,-4.06762,3.5590672,GSE75067,Cluster 3,
GSM1942006,7.157645,-1.4136642,GSE75067,Cluster 2,
GSM1942007,7.879371,-4.528557,GSE75067,Cluster 4,
GSM1942008,-8.5538435,1.3044714,GSE75067,Cluster 1,
GSM1942009,-8.158839,1.7521789,GSE75067,Cluster 1,
GSM1942010,-4.929438,4.420768,GSE75067,Cluster 3,
GSM1942011,6.606042,-2.8335543,GSE75067,Cluster 2,
GSM1942012,6.9480987,-4.943161,GSE75067,Cluster 4,
GSM1942013,7.735849,2.1364865,GSE75067,Cluster 5,
GSM1942014,7.0459776,-5.179613,GSE75067,Cluster 4,
GSM1942015,-1.8798358,3.3520675,GSE75067,Cluster 3,
GSM1942016,7.1276507,-0.7580675,GSE75067,Cluster 2,
GSM1942017,5.9104466,4.6548533,GSE75067,Cluster 5,
GSM1942018,0.9963671,4.776266,GSE75067,Cluster 3,
GSM1942019,-2.202953,5.130506,GSE75067,Cluster 3,
GSM1942020,-8.402128,2.106086,GSE75067,Cluster 1,
GSM1942021,6.743791,-4.5820036,GSE75067,Cluster 4,
GSM1942022,2.5153491,4.576588,GSE75067,Cluster 5,
GSM1942023,-9.973058,1.1259681,GSE75067,Cluster 1,
GSM1942024,-2.1230617,3.4436247,GSE75067,Cluster 3,
GSM1942025,-11.189061,-0.36873835,GSE75067,Cluster 1,
GSM1942026,-1.5376309,5.3773437,GSE75067,Cluster 3,
GSM1942027,6.2412596,-0.79217637,GSE75067,Cluster 2,
GSM1942028,6.3453913,2.6658692,GSE75067,Cluster 5,
GSM1942029,8.672122,2.8264961,GSE75067,Cluster 5,
GSM1942030,-2.9981852,3.435756,GSE75067,Cluster 3,
GSM1942031,3.420538,3.7404127,GSE75067,Cluster 5,
GSM1942032,-11.01652,-0.20288418,GSE75067,Cluster 1,
GSM1942033,-0.8069881,4.70936,GSE75067,Cluster 3,
GSM1942034,6.0297074,-2.4314551,GSE75067,Cluster 2,
GSM1942035,6.6565313,-3.313109,GSE75067,Cluster 4,
GSM1942036,-1.5323075,4.0489736,GSE75067,Cluster 3,
GSM1942037,-9.7783575,0.9992735,GSE75067,Cluster 1,
GSM1942038,3.406683,3.7319148,GSE75067,Cluster 5,
GSM1942039,-10.969788,-0.16216859,GSE75067,Cluster 1,
GSM1942040,-9.34339,2.3197174,GSE75067,Cluster 1,
GSM1942041,8.698183,-5.3890195,GSE75067,Cluster 4,
GSM1942042,3.5380821,3.8641505,GSE75067,Cluster 5,
GSM1942043,6.7377186,-0.4745679,GSE75067,Cluster 2,
GSM1942044,1.5380632,3.6439989,GSE75067,Cluster 3,
GSM1942045,-1.8183898,4.5015635,GSE75067,Cluster 3,
GSM1942046,7.20612,3.3200045,GSE75067,Cluster 5,
GSM1942047,5.597373,3.2840908,GSE75067,Cluster 5,
GSM1942048,-2.3518538,4.402134,GSE75067,Cluster 3,
GSM1942049,5.0681295,4.744482,GSE75067,Cluster 5,
